Day,Trip,TripStatus,StartTime,EndTime,Type,Event,TypeOfEvent,Level,Site,SiteRoom,Leader1,Leader2,Leader3,Leader4, FeeRequired,FEE,TransportNeeded,Transportation,MaxAttendees,SecondaryStatus,MultiEvent,MultiEventCode,Program
"Sunday","308","Retain",07:30:00,12:00:00,"Field Trip","Bird El Chorro Regional Park","Birding","B,Y","Community Center","","Steve Griffith","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","BECRP2","Bird with Steve Griffith in a regional park through a variety of habitats including riparian, oak woodland and open space. Expect to see raptors and passerines. Focus will be on birding by ear as well as by eye. Beginners welcome! Includes 1-2 miles of level walking. 15 miles round trip by personal vehicle. Easy. Same as event #224."
"Sunday","309","Retain",07:30:00,12:00:00,"Field Trip","Oak Woodland and Wetland Birds","Birding","","Community Center","","Roger Zachary","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Bird beautiful wooded habitat in the Atascadero area east of Morro Bay with Roger Zachary. Stops include Cerro Alto Campground, Atascadero Lake and Creek, Salinas River and nearby oak habitats. Find Acorn Woodpeckers, Yellow-billed Magpies and others. 50 miles round trip by personal vehicle. Moderate."
"Sunday","310","Retain",07:45:00,12:00:00,"Field Trip","Birding By Ear Field Trip","Birding","","Community Center","","Jessica Griffiths","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","BBE2","Most birds are heard, not seen! Learning to identify birds by sound is fun and rewarding, but it takes practice. Join Jessica Griffiths for a morning of birding as we work on identifying birds by song and call. We will use the tips, tricks and mnemonic devices that were presented during the Birding By Ear Workshop. We will search for winter warblers, finches, sparrows, towhees, raptors and any other birds that might be making noise! We will meet at the Community Center and travel to one or more nearby birding locations during the morning. Distance 20 miles maximum round trip by personal vehicle. Easy. Event #239, Saturday Birding By Ear Workshop, is a prerequisite for this trip."
"Sunday","311","Retain",07:45:00,12:00:00,"Field Trip","Laguna Lake","Birding","B,Y","Community Center","","Jay Carroll","Scott Inman","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Bird with leaders Jay Carroll and Scott Inman at Laguna Lake and the surrounding park, a migratory stop and home to a variety of waterfowl. Expect to see a variety of ducks, gulls, grebes, shorebirds, herons, egrets, Snow Geese and other birds, such as House Finch, goldfinches, meadowlarks, raptors and even a possible Loggerhead Shrike. Beginners welcome! Includes 1 mile of level walking. 30 miles round trip by personal vehicle. Easy."
"Sunday","312","Retain",07:45:00,12:00:00,"Field Trip","Montaña de Oro Campground, Cove & Bluffs","Birding","B,Y","Community Center","","Eric Wier","Steve McMasters","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","MDO2","Bird with Eric Wier and Steve McMasters in a spectacular 8,600-acre state park with untamed coastline and coastal uplands. Expect rocky-shore shorebirds, water birds, raptors and passerines in various habitats. Includes 1-2 miles of slow walking. This is an ideal trip for new birders. 20 miles round trip by personal vehicle. Moderate. Same as events #213 & #411."
"Sunday","313","Retain",07:45:00,12:00:00,"Field Trip","Wildlife Viewing at Piedras Blancas","Nature","B,Y","Community Center","","Phil Adams","","","","Yes",,"No","Personal Vehicle",15,"SOLID","No","","Observe and learn about the many different marine mammals that frequent the ocean environment at the area around the Piedras Blancas elephant seal rookery. There will also be many shorebirds to observe. The walk, led by State Parks Docent Phil Adams, will be 3 1/2 hours; it is mostly flat and less than 2 miles. 50 miles round trip by personal vehicle."
"Sunday","314","Retain",08:00:00,10:00:00,"Field Trip","PhoneScoping","Birding","","Community Center","","Bruce Webb","","","","No",,"No","Personal Vehicle",8,"SOLID","Yes","PS2","The latest fun way to document your sightings is with the camera in your smartphone (preferably iPhone). Join Bruce Webb, Swarovski Optik Field Tech in a two-hour PhoneScoping field workshop to improve your technique. Bruce will have smartphone adapters to fit several kinds of scopes including Kowa, Leica, etc. He will also have some of Swarovski's latest spotting scopes for you to test. Bring your own phone adapter, manufacturer’s earphones and scope if possible. Travel by personal vehicle to a nearby field site to PhoneScope birds. Easy. Same as event #215."
"Sunday","315","Retain",08:00:00,12:00:00,"Field Trip","Morro Strand Shorebird Stroll","Birding","","Cloisters","","Lucien Plauzoles","","","","No",,"No","None",15,"SOLID","Yes","MSSS2","Join Lucien Plauzoles of Santa Monica Bay Audubon Society for a level stroll past a pond, through coastal scrub, and then onto sandy beach. Observe ducks, herons, gulls, terns, grebes and several species of shorebirds including Snowy Plovers for a slow-paced stroll on Morro Strand. Moderate 1.5-2 mile walk with some soft sand. Meet in the Azure Street parking lot: from Hwy 1 at the north end of Morro Bay, turn west at the San Jacinto traffic light; at the dead end, make a short jog to the left then right into the parking lot. Same as event #219."
"Sunday","316","Retain",08:00:00,12:00:00,"Field Trip","Mushroom Walk","Nature","B,Y","Community Center","","Dennis Sheridan","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Explore the world of fungi with a fun guy! Join naturalist and photographer Dennis Sheridan in looking down rather than up under the Cambria pines searching for Boletus, Candy Cap, Honey Mushroom, Jack-O’Lantern and Amanita mushrooms. 50 miles round trip by personal vehicle. Moderate."
"Sunday","317","Retain",08:00:00,13:00:00,"Field Trip","San Luis Lighthouse at Avila","Nature","B,Y","Community Center","","Paul O'Connor","","","","No",$25.00,"No","Personal Vehicle",26,"SOLID","No","","Paul O'Connor and the Point San Luis Lighthouse Keepers welcome you to a docent-led interpretive tour of the beautifully restored San Luis Lighthouse, the Hornhouse, and other structures. You will get a glimpse into the lives of the families who were the original keepers of the lighthouse. The historic Light Station Park, built in 1890, enjoys dramatic vistas stretching from Avila to Vandenberg. Birds are abundant at this site. Travel by personal vehicle to the lighthouse tour parking lot at Wild Cherry Canyon and Avila Beach Drive. Leave Community Center at 8:00 AM for arrival at the lighthouse parking lot by 9:00 AM. Lighthouse shuttle returns to parking lot at 12 Noon, so arrival back at Community Center may be earlier than 1:00 PM. 46 miles round trip."
"Sunday","318","Retain",08:15:00,12:00:00,"Field Trip","Birding Cal Poly Canyon","Birding","","Community Center","","Karl Frank","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Take a creekside walk with Karl Frank and wildlife biology students up Poly Canyon through riparian, coastal scrub and rock outcrop communities. Expect to see Oak Titmouse, Chestnut-backed Chickadee, Steller’s Jay, Rufous-crowned Sparrow, Nuttall’s Woodpecker, wintering warblers and other species. About 1.5 mile walk, round trip. Maybe visit other birding hot spots on campus. 25 miles round trip by personal vehicle. Moderate with limited restroom facilities. Parking fee at Cal Poly is $5 per vehicle."
"Sunday","319","Retain",08:15:00,12:00:00,"Field Trip","Photograph Birds Where the Locals Go ","Birding","B,Y","Community Center","","Don Quintana","Jerry Kirkhart","","","No",,"No","Personal Vehicle",10,"SOLID","No","","Bring a camera along with your binoculars to photograph and observe local scenic hot spots. Don Quintana and Jerry Kirkhart will offer tips on capturing images from birds to panoramas while visiting several uniquely beautiful locations around the bay. Photo opportunities abound. All locations are easily accessible. See Don’s photography at www.donaldquintana.com and www.flickr.com/photos/donaldquintana/; see Jerry's at www.flickr.com/photos/jkirkhart35 (birds set or birds in flight set). Travel by personal vehicle. Easy."
"Sunday","320","Retain",08:15:00,14:30:00,"Field Trip","Highway 1 Corridor Raptor Survey","Birding","","Community Center","","Steve Schubert","","","","Yes",$60.00,"Yes","Van",10,"SOLID","No","","Join biologist Steve Schubert to explore a historic Cayucos area ranch (weather and roads permitting) with varying habitats including streamside woodland, grassland and pastureland, rock outcrops, and a large pond and freshwater marsh. Also search for raptors along the Highway 1 corridor between Morro Bay and San Simeon looking for target birds such as Peregrine Falcon, American Kestrel, White-tailed Kite, Red-tailed Hawk, Red-shouldered Hawk, accipiters, Northern Harrier, Golden Eagle, Bald Eagle and Ferruginous Hawk. Moderately difficult hiking on the ranch on unpaved ranch roads and some uneven ground, about a mile round trip. Travel with leader in van. Bring lunch. Moderate."
"Sunday","321","Retain",08:30:00,11:30:00,"Presentation/Field Trip","Birding for Beginners","Birding","B,Y","Museum","Auditorium","Robbie Revel","Karen Watts","","","No",,"No","None",15,"SOLID","No","","Join State Parks Docents Robbie Revel and Karen Watts to learn the skills needed to master birding as a hobby. During the presentation, the resources of the Morro Bay State Park Museum will be used to illustrate the criteria for bird identification. You will practice making observations, learn to use binoculars and spotting scopes and learn about resources available for ongoing skill building. Following the presentation, participants will put their new skills to use on a birding expedition around the museum and State Park area. Easy, family oriented, but not appropriate for young children. Meet at Morro Bay Museum of Natural History."
"Sunday","322","Retain",08:30:00,12:00:00,"Field Trip","Birding by Careful Observation","Birding","B,Y","Community Center","","Michele Roest","","","","No",,"No","Personal Vehicle",12,"SOLID","No","","Enjoy birds through leisurely in-depth observation and enhance your ID skills with the help of biologist Michele Roest. This is not a "tick and run" kind of birding trip, but a stroll through El Chorro Regional Park sharing observations of bird characteristics with the group -- finally checking a guide for positive identification. Be surprised at the variations you see, whether crows or Black Phoebes. Bring binoculars and a favorite field guide. 15 miles round trip by personal vehicle. Easy. Same as event # 129."
"Sunday","323","Retain",08:30:00,12:00:00,"Field Trip","Marina & Campground Birding","Birding","B,Y","Community Center","","Mike Bush","Bert Townsend","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Join leaders Mike Bush and Bert Townsend to explore the Morro Bay State Park marina boardwalk and the environs around the campground. Expect to see shorebirds, ducks, geese, loons, grebes, gulls, terns and herons. Additionally, Peregrine Falcons and other raptors, warblers, sparrows, finch and other local birds are often seen. 5 mile round trip by personal vehicle."
"Sunday","324","Retain",08:30:00,12:00:00,"Field Trip","South Morro Bay Shoreline","Birding","","Community Center","","Ron Melcer","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","SMBS2","Join leader Ron Melcer for a flat 2-3 mile walk birding the diverse shoreline habitats of the Back Bay, including Sweet Springs Nature Preserve, Cuesta Inlet and Pecho Willows. Expect a variety of shorebirds, waterfowl, raptors and passerines. 12 miles round trip by personal vehicle. Moderate. Same as event #115."
"Sunday","325","Retain",08:45:00,12:00:00,"Field Trip","Beginning Birding Hot Spots","Birding","B,Y","Community Center","","Rick Austin","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","This field class is for novice birders. Travel to nearby locations where leader Rick Austin will help you identify some of the most beautiful and easy-to-see birds around Morro Bay. Bring your favorite field guide and binoculars. <10 miles round trip by personal vehicle. Easy."
"Sunday","326","Retain",09:00:00,10:45:00,"Field Trip","Bay Birding Photo Cruise ","Birding","B","Embarcadero","","Dave Keeling","","","","Yes",$30.00,"Yes","Boat",18,"SOLID","Yes","BBPC3","Join local expert photographer Dave Keeling aboard a 34-foot power catamaran and cruise around the ever beautiful estuary. Dave will attempt to spot and help identify birds that are seen. Not all of them are cooperative, but there are always some good photo-ops. Dress warmly. No tripods. Meet at Sub Sea Tours at Marina Square, 699 Embarcadero #9. Easy. Children 12 and under must be accompanied by an adult. Same as events #116 & #226."
"Sunday","327","Retain",09:00:00,11:00:00,"Field Trip","Easy Birding","Birding","B,W,Y","Cloisters","","Dawn Beattie","","","","No",,"No","None",10,"SOLID","No","","The Cloisters Park, with pond and nearby dunes, offers an interesting variety of birds, such as White- and Golden-crowned Sparrows, California Thrasher, Yellow-rumped Warbler and Black-crowned Night-Heron. The pond also attracts migratory ducks and geese. Join leader Dawn Beattie in the Azure Street parking lot: from Hwy 1 at the north end of Morro Bay, turn west at the San Jacinto traffic light; at the dead end, make a short jog to the left then right into the parking lot. People in wheelchairs or using walkers or canes will find all paths accessible. Two miles from the Community Center. Easy."
"Sunday","328","Retain",09:00:00,12:00:00,"Field Trip","Birds of Sea and Land at Morro Rock","Birding","B,Y","Community Center","","Rouvaishyana ","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","BSLMR2","Walk with Rouvaishyana, Museum Manager and Park Interpreter at Morro Rock to watch cormorants, gulls of various species and age classes, Brown Pelicans and maybe a Common Murre or other surprises. The Rock is also home to two pairs of nesting Peregrine Falcons, Blue-gray Gnatcatcher, Common Yellowthroat, various sparrows and the elusive Canyon Wren. <3 miles round trip by personal vehicle. Easy. Same as event #136."
"Sunday","329","Retain",09:00:00,12:00:00,"Presentation","Jewels in your Backyard: Attracting and Feeding Hummingbirds","Birding","B,W","Community Center","Lounge","Sheri Williamson","Tom Wood","","","Yes",,"No","None",15,"SOLID","No","","Join our Keynote Speakers, Sheri L Williamson and Tom Wood, for a basic course in how to attract and enjoy hummingbirds in your yard. We will cover basics of feeder design and maintenance, proper hummingbird nectar preparation and landscaping for hummingbirds using native plants. Make your yard a hummingbird oasis."
"Sunday","330","Retain",09:00:00,12:00:00,"Field Trip","Kayaking","Birding","B,Y","State Park Marina","","John Flaherty","Virginia Flaherty","","","Yes",$45.00,"Yes","Kayak",12,"SOLID","Yes","K4","Go out on a kayak tour of Morro Bay with John and Virginia Flaherty and guides at Central Coast Outdoors. Get an opportunity for an up-close view of White Pelicans, Brant, Common Loons and a host of other migratory waterfowl and shorebirds in their natural habitat. Visit the Heron Rookery, Grassy Island, mudflats and channels of the Back Bay. We will use double kayaks; no prior kayaking experience needed. Dress in layers with the following guidelines: synthetics or wool, no cotton, windbreaker jacket, hat for sun and wind protection and shoes that can get wet. Weather conditions may cancel. Meet at the State Park Marina on State Park Road near the Bayside Café. Minimum age is 8 and children 12 years and under must be accompanied by an adult. Same as events #118, #217, #227 & #406."
"Sunday","331","Retain",09:30:00,12:00:00,"Presentation/Field Trip","Sustainable Seafood","Nature","B,Y","Community Center","Multipurpose Room","Steve Hendricks","","","","No",,"No","Personal Vehicle",20,"SOLID","No","","Join Steve Hendricks, Cuesta College biology instructor, for an introduction to sustainable commercial fishing. Steve will cover some key topics in a brief lecture, then head for the docks in Morro Bay to get a firsthand look at various kinds of boats and tackle and learn how they affect the ecosystem. Finish at Dockside restaurant with local commercial fisherman Mark Tognazzini (lunch optional, on your own)."
"Sunday","332","New",10:00:00,11:45:00,"Field Trip","Morro Bay Up Close","Nature","B,Y","Morro Bay Landing","","John McCabe","Capt. Stew","","","No",$30.00,"Yes","Boat",20,"SOLID","Yes","MBUC3","State Parks Docent John McCabe begins this special trip by describing the geologic history of Morro Rock and features of the estuary using photos, diagrams and hands-on materials. Captain Stew will then take you on a bay cruise on his spacious pontoon boat as he points out the special sights and activities of this unique working harbor including the fishing industry, pleasure boats and more. There will be opportunities to photograph wintering birds, but the boat will also get close to otters and sea lions that frequent the bay. Easy access for limited mobility. Meet at Morro Bay Landing; address is 1213 Embarcadero, Morro Bay. Children 12 and under must be accompanied by an adult. Same as events #120, #228, & #414."
"Sunday","333","Retain",13:00:00,14:45:00,"Field Trip","Bay Birding Cruise ","Birding","B,Y","Embarcadero","","Mike Stiles","","","","Yes",$30.00,"Yes","Boat",18,"SOLID","Yes","BBC4","Enjoy a leisurely boating tour of the bay and estuary with Mike Stiles in an open-deck 34-foot power catamaran. View a variety of shorebirds and waterfowl, often at very close range. The boat will move slowly enough for you to see details of many species that you normally see only through a scope from shore. Good photo opportunities, but no tripods. Dress warmly. Meet at Sub Sea Tours, Marina Square, 699 Embarcadero #9. Easy. Children 12 and under must be accompanied by an adult. Same as events #139, #231, #241, #341 & #413."
"Sunday","334","Retain",13:00:00,15:00:00,"Field Trip","Elfin Forest","Nature","B,Y","Community Center","","Vicky Johnsen","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Join Vicky Johnsen at the Elfin Forest, which encompasses 7 habitats, all visible from the boardwalk. The “Magic” of the Elfin Forest is in the adaptability of the various plant communities to a very hostile environment and the hidden beauty found everywhere, despite the 4-year drought! Travel by personal vehicle < 10 miles."
"Sunday","335","Retain",13:00:00,16:30:00,"Presentation/Field Trip","Shorebirds Made Easy","Birding","B,Y","Museum","Auditorium","Claudia Freitas","","","","No",,"No","None",16,"SOLID","No","","Peeps!!!? Little brown birds … oh my. How do you ever tell one shorebird from another? What is a 'shorebird’? Learn how to tell the 10 to 20 most common species apart. Join biologist and State Parks Docent Claudia Freitas for a photo presentation showing the characteristics of our local shorebirds, followed by a walk along the shore to test your new-found knowledge. Easy. Meet at the Museum of Natural History in Morro Bay State Park."
"Sunday","336","Retain",13:30:00,14:30:00,"Field Trip","Pacific Wildlife Care Tour","Nature","B,Y","Community Center","","Claudia Duckworth","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","PWCT2","Join long-time volunteers Claudia Duckworth and Jeanette Stone at the Pacific Wildlife Care Center in Morro Bay. Following a brief presentation, they will give a tour of the Wildlife Rehabilitation Center facility. Learn about PWC's work with lead-poisoned birds, fishing hook and line injuries, and the many other causes of illness and injuries treated regularly at the Center. Since PWC is a primary facility under the OWCN (Oiled Wildlife Care Network), emphasis will be placed on the Center's rehabilitation process for oil-affected birds. <2 miles round trip by personal vehicle. Easy. Same as event #130."
"Sunday","337","Retain",13:30:00,15:00:00,"Presentation","Butterflying: A Perfect Complement to Birding","Nature","B,W,Y","Community Center","Multipurpose Room","Bill Bouton","","","","No",,"No","None",100,"SOLID","No","","With the advent of inexpensive close-focusing binoculars and a new generation of field guides, many people, especially birders, are discovering the joys and rewards of butterfly-watching and photographing. Since birds are most often active early and late in the day, while butterflies are generally most active in the middle of the day, butterflying perfectly complements birding. During this entertaining, beautiful and informative digital presentation, Bill Bouton will explain techniques for finding and enjoying butterflies, describe their fascinating life cycles, illustrate butterfly predators in action and whet your appetite for discovering these beautiful and fascinating creatures for yourself."
"Sunday","338","Retain",14:00:00,15:45:00,"Field Trip","Birding Up Close","Birding","B,Y","Morro Bay Landing","","Kaaren Perry","Capt. Stew","","","Yes",$30.00,"Yes","Boat",20,"SOLID","Yes","MBUC3","Enjoy a leisurely boating tour of the bay and estuary with Kaaren Perry and Captain Stew in a spacious pontoon boat. View a variety of shorebirds and waterfowl, often at very close range. The boat will move slowly enough for you to see details of many species that you normally see only through a scope from shore. Good photo opportunities but no tripods. Captain Stew will then point out the special sights and activities of this unique working harbor including the fishing industry, pleasure boats and more. There will be opportunities to photograph wintering birds, but the boat will also get close to otters and sea lions that frequent the bay. Easy access for limited mobility. Meet at Morro Bay Landing; address is 1213 Embarcadero, Morro Bay. Children 12 and under must be accompanied by an adult. Same as events #135 & #238."
"Sunday","339","Retain",14:00:00,16:30:00,"Presentation","Bird Skulls and Dissection","Nature","B,W","Museum","Learning Center","Rouvaishyana ","Jerry Kirkhart","","","No",,"No","None",12,"SOLID","No","","If you’ve ever wondered about the muscular and organ systems of birds, this is for you. Rouvaishyana, Manager of the Morro Bay Museum of Natural History, has skinned dozens of birds for mounted specimens. Assisted by Jerry Kirkhart, State Parks Docent and zoologist, he will skin a thawed specimen from the Museum’s collection to demonstrate flight and feather positioning muscles, leg movement, skin and some of the incredible adaptations of bird anatomy to a lifetime of flight. Not for the squeamish, but sure to be fascinating. Meet at the Museum of Natural History in the Morro Bay State Park."
"Sunday","340","Retain",14:00:00,17:00:00,"Presentation/Field Trip","Dairy Creek Zero-Waste Facility","Nature","B,Y","Community Center","Lounge","Karl Frank","Josh Heptig","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Join San Luis Obispo Golf Superintendent Josh Heptig and bird leader Karl Frank for a brief PowerPoint presentation followed by a fascinating tour of Dairy Creek’s Zero Waste facilities. Visit the owl boxes and raptor perches, as well as the sheep that assist with the land management of the “native areas” within the golf course. Dairy Creek strives to be the first golf course in the nation to be considered Zero Waste. Bird through the golf course to view a variety of land birds (without fear of errant golf balls). Easy. Travel 15 miles round trip by personal vehicle."
"Sunday","341","Retain",14:45:00,16:30:00,"Field Trip","Bay Birding Cruise ","Birding","B,Y","Embarcadero","","David Lawrence","","","","Yes",$30.00,"Yes","Boat",18,"SOLID","Yes","BBC5","Enjoy a leisurely boating tour of the bay and estuary with leader Dave Lawrence in an open-deck 34-foot power catamaran. View a variety of shorebirds and waterfowl, often at very close range. The boat will move slowly enough for you to see details of many species that you normally see only through a scope from shore. Good photo opportunities but no tripods. Dress warmly. Meet at Sub Sea Tours, Marina Square, 699 Embarcadero #9. Easy. Children 12 and under must be accompanied by an adult. Same as events #139, #231, #241, #333 & #413."
"Sunday","342","Retain",15:00:00,16:30:00,"Presentation","Great Blue Herons, Egrets and Other Rookery Wonders","Birding","B,W,Y","Museum","Auditorium","Louise Abbott","","","","No",,"No","None",58,"SOLID","No","","Enjoy a talk about Great Blue Herons, Great and Snowy Egrets, Black-crowned Night-Herons and other residents of the rookery in Morro Bay State Park. Learn about courtship rituals and nesting habits, and see photos of adults caring for their young. Meet in the auditorium at the Museum of Natural History with State Parks Docent Louise Abbott."
"Sunday","343","Retain",19:00:00,20:30:00,"Presentation","Sunday Keynote Speaker - Tom Wood - The Hummer with the Silver Bracelet","Birding","B,W,Y","Morro Bay High School","","Tom Wood","","","","No",,"No","None",300,"SOLID","No","","The Hummer with a Silver Bracelet - Examining 25 years of hummingbird banding. Tom Wood, co-founder of the Southeastern Arizona Bird Observatory, will recount more than two decades of studying hummingbirds in southeastern Arizona in one of the longest-running banding projects of its type. We'll see the evolution of banding techniques, see what has been learned during the project, what questions remain and discuss the future of banding. Along the way we will travel to Columbia and Ecuador to help with banding projects in the tropics."
"Monday","401","Retain",07:00:00,12:00:00,"Field Trip","Back Bay Birding","Birding","B","Community Center","","Jim Royer","","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Join expert birder Jim Royer to bird the southern end of Morro Bay, between Pecho Willows and the Audubon Overlook. We should see a variety of shorebirds, waterfowl and passerines (well over 60 species, weather allowing). Expect a quick paced, but enjoyable morning of birding. We will walk a little over a mile in sand, on pavement and dirt. This trip should be an introduction to the birds of the Morro Bay Back Bay for beginning birders, and a good way for more experienced birders to work on birding by ear and other ID challenges. Travel by personal vehicle <12 miles."
"Monday","402","Retain",07:30:00,12:00:00,"Field Trip","Birding Multiple Habitats","Nature","B,Y","Community Center","","Phil Adams","Carole Adams","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","VMH2","Observe the different birds found at San Simeon State Park by the creek, wetlands, chaparral and pine forest habitats, with State Parks Docents Phil and Carole Adams. Expect a variety of land birds including Pygmy Nuthatches. 50 miles round trip by personal vehicle. Moderate. Same as event #106."
"Monday","403","Retain",07:30:00,12:00:00,"Field Trip","Eco-Friendly Halter Ranch","Birding","","Community Center","","Roger Zachary","Mitch Wyss","","","No",,"No","Personal Vehicle",20,"SOLID","No","","Drive through oak woodland along North County back roads with Roger Zachary and Mitch Wyss, retired Vineyard Manager and avid birder, to Halter Ranch for a tour of an environmentally sensitive vineyard. See raptors and Yellow-billed Magpies as you drive, and learn how vineyard owners conserve natural habitat to preserve birds and other wildlife. Bring a lunch and sample a few varietals. 75 miles round trip by personal vehicle; or, for those enroute north toward home, the Ranch is 18 miles round trip from Highway 101 in Paso Robles. Easy."
"Monday","404","Retain",07:45:00,12:00:00,"Field Trip","Birding at Lopez Lake","Birding","B,Y","Community Center","","Jan Surbey","Chuck Woodard","","","Yes",,"Yes","Personal Vehicle",15,"SOLID","No","","Designed for those driving home from the festival toward the south. From Highway 101, exit Grand Avenue East in Arroyo Grande and merge to Lopez Lake Road to arrive at Lake Lopez, 12 miles east of Arroyo Grande. Join Park Ranger Chuck Woodard and Jan Surbey to bird along the shoreline of the lake looking for waterfowl and oak woodland birds. Bring binoculars and a warm jacket. Travel by personal vehicle."
"Monday","405","Retain",08:00:00,10:30:00,"Field Trip","Gulls of San Luis Obispo County Field Study ","Birding","","Community Center","","Kaaren Perry","","","","No",,"No","Personal Vehicle",16,"SOLID","Yes","GSLOC3","Enjoy a fun morning of birding with Kaaren Perry and focus on the study of our local gulls. Have a chance to practice identifying and talk a little more about aging the various gull species that will be easily viewable from the shore. Binoculars are necessary and scopes are recommended but not required. The Friday afternoon Gulls of San Luis Obispo County workshop #140 is a prerequisite for this event. Travel by personal vehicle <5 miles round trip from Community Center. Easy. Same as event #216."
"Monday","406","Retain",08:00:00,11:00:00,"Field Trip","Kayaking","Birding","B,Y","State Park Marina","","John Flaherty","Virginia Flaherty","","","Yes",$45.00,"Yes","Kayak",12,"SOLID","Yes","K5","Go out on a kayak tour of Morro Bay with John and Virginia Flaherty and guides at Central Coast Outdoors. Get an opportunity for an up-close view of White Pelicans, Brant, Common Loons and a host of other migratory waterfowl and shorebirds in their natural habitat. Visit the Heron Rookery, Grassy Island, mudflats and channels of the Back Bay. We will use double kayaks; no prior kayaking experience needed. Dress in layers with the following guidelines: synthetics or wool, no cotton, windbreaker jacket, hat for sun and wind protection and shoes that can get wet. Weather conditions may cancel. Meet at the State Park Marina on State Park Road near the Bayside Café. Minimum age is 8 and children 12 years and under must be accompanied by an adult. Same as events #118, #217, #227 & #330."
"Monday","407","Retain",08:00:00,11:30:00,"Field Trip","Guadalupe Dunes & River Mouth ","Birding","","Santa Maria","","Melissa Kelly","","","","No",,"No","None",15,"SOLID","No","","Designed for those driving home from the festival toward the south. Meet at Denny’s parking lot, 1019 E. Main Street, in Santa Maria, CA (exit 171 from 101). This is 45 miles south of Morro Bay! Travel with Melissa Kelly, Santa Barbara County Parks Naturalist, to view birds at the Santa Maria River Estuary at Rancho Guadalupe Dunes Preserve. Expect to see a variety of gulls, waterfowl, shorebirds, raptors and perhaps some pelagics offshore. A feeder in the riparian habitat also regularly sports Chestnut-backed Chickadees, Hermit Thrush, Golden-crowned Sparrows and sometimes a Fox Sparrow or two. Expect to walk along the beach about 1/4 mile. Easy."
"Monday","408","Retain",08:00:00,12:00:00,"Field Trip","Birding Fiscalini Ranch ","Birding","","Community Center","","Bob Keally ","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","BFR2","Bird with Bob Keally on Cambria's Fiscalini Ranch on a moderate (244 feet elevation gain) three-mile hike through grassland, mixed oak/Monterey pine forest and coastal bluffs. Expect a diversity of birds, including sparrows, birds of prey, Pygmy Nuthatches, and rocky-shore shorebirds. Pace will be determined by leader and desires of the group. 50 miles round trip by personal vehicle. Moderate. Same as event #218."
"Monday","409","Retain",08:00:00,14:00:00,"Field Trip","Las Cruzitas Ranch, Santa Ynez","Birding","B,W","Buellton","","Cruz Phillips","Cher Hollingworth","","","No",,"No","None",20,"SOLID","Yes","LCR2","Designed for those driving home from the festival toward the south. Meet at Albertson's Parking Lot in Buellton, CA (Hwy 246 east exit from 101). This is 75 miles south of Morro Bay! Meet Cher Hollingworth (cell 805-588-0252) in Buellton at 8:00 AM SHARP to continue on to Las Cruzitas, a private 1,500-acre cattle ranch including oak grassland and sage-covered canyons. You will be met by Cruz Phillips, the ranch owner, who will lead the trip. Expect to see Yellow-billed Magpies, Vesper and Lark Sparrows, Band-tailed Pigeons, Red-breasted Sapsuckers, Golden Eagles, and possibly Burrowing Owls, Prairie Falcons, Phainopeplas, Red-naped Sapsuckers and Lewis' Woodpeckers. At least 30 species are seen from the ranch house bird feeders alone, so folks who cannot walk far can sit in the yard and have a great time birding. Bring lunch. 175 miles round trip drive from Morro Bay. Easy. Same as event #110."
"Monday","410","Retain",08:15:00,12:00:00,"Field Trip","Riparian Habitats of Montana de Oro","Birding","B,Y","Community Center","","Rouvaishyana ","John Sayers","","","No",,"No","Personal Vehicle",15,"SOLID","No","","Travel with State Parks Interpreter Rouvaishyana and State Parks Environmental Scientist John Sayers for a walk through the riparian habitat in Montana de Oro State Park to discuss how birds interact with their surroundings. They will help identify birds as they talk about the habitats birds are occupying and the plants they are utilizing. 20 miles round trip by personal vehicle. 2-3 mile walk. Moderate."
"Monday","411","Retain",08:30:00,12:00:00,"Field Trip","Montaña de Oro Campground, Cove & Bluffs","Birding","B,Y","Community Center","","Steve Griffith","","","","No",,"No","Personal Vehicle",15,"SOLID","Yes","MDO3","Bird with Steve Griffith in a spectacular 8,600-acre state park with untamed coastline and coastal uplands. Expect rocky-shore shorebirds, water birds, raptors and passerines in various habitats. Includes 1-2 miles of slow walking. 20 miles round trip by personal vehicle. Moderate. Same as events #213 & #312."
